1;27;185
2;28;7
3;28;51
4;27;71
5;28;131
6;54;36
7;148;63
8;27;167
9;28;169
10;28;87
11;27;47
12;27;27
13;27;134
14;27;126
15;111;69
16;27;72
17;153;135
18;27;143
19;27;147
20;27;19
21;27;48
22;27;64
23;99;195
24;43;110
25;59;130
26;145;25
27;27;75
28;27;180
29;27;7
30;27;55
31;107;76
32;27;63
33;27;88
34;28;69
35;28;31
36;27;15
37;27;39
38;27;81
39;28;44
40;27;9
41;110;193
42;110;41
43;110;67
44;110;130
45;27;191
46;27;34
47;27;62
48;27;191
49;148;25
50;27;88
51;148;22
52;148;128
53;27;110
54;107;58
55;43;17
56;153;46
57;27;106
58;27;169
59;27;18
60;142;19
61;142;83
62;27;61
63;27;72
64;27;184
65;27;52
66;27;52
67;148;117
68;148;32
69;54;13
70;54;173
71;150;95
72;28;109
73;28;141
74;111;188
75;27;98
76;27;69
77;107;167
78;148;175
79;148;144
80;27;17
81;148;132
82;157;50
83;107;67
84;27;24
85;27;80
86;27;109
87;27;141
88;27;146
89;43;94
90;43;83
91;27;90
92;27;96
93;107;43
94;107;56
95;27;128
96;28;112
97;27;119
98;107;175
99;157;57
100;27;98
101;27;90
102;59;124
103;27;3
104;27;52
105;27;74
106;111;49
107;27;7
108;27;120
109;28;156
110;28;133
111;27;58
112;27;54
113;27;5
114;27;163
115;43;6
116;27;65
117;27;38
118;101;187
119;27;121
120;48;194
121;28;96
122;28;22
123;28;66
124;28;197
125;28;138
126;111;164
127;111;153
128;27;184
129;27;79
130;43;100
131;27;85
132;27;156
133;27;59
134;157;145
135;59;99
136;107;180
137;107;119
138;99;176
139;99;54
140;27;65
141;27;37
142;28;49
143;148;41
144;148;180
145;134;187
146;27;98
147;27;12
148;27;36
149;27;128
150;27;117
151;110;40
152;110;96
153;148;91
154;148;66
155;27;60
156;27;71
157;27;64
158;27;76
159;27;77
160;27;182
161;27;177
162;27;44
163;27;16
164;27;96
165;27;86
166;27;129
167;27;113
168;27;70
169;27;79
170;27;29
171;148;172
172;49;24
173;27;60
174;27;198
175;27;75
176;27;134
177;157;135
178;28;170
179;27;99
180;27;136
181;27;193
182;99;154
183;99;140
184;27;192
185;27;124
186;27;163
187;27;133
188;27;77
189;27;166
190;27;33
191;27;191
192;27;38
193;27;173
194;27;81
195;27;112
196;107;188
197;107;140
198;27;113
199;49;81
200;27;176
201;27;191
202;27;19
203;148;128
204;27;32
205;27;177
206;27;24
207;27;118
208;27;12
209;27;63
210;27;138
211;28;161
212;28;33
213;28;36
214;28;86
215;27;100
216;27;107
217;27;55
218;28;194
219;27;172
220;27;69
221;148;135
222;27;47
223;27;72
224;27;172
225;148;4
226;27;27
227;27;192
228;27;63
229;27;155
230;27;79
231;27;197
232;27;198
233;27;177
234;43;8
235;27;32
236;27;8
237;27;3
238;107;101
239;148;184
240;27;44
241;27;144
242;28;196
243;27;162
244;107;49
245;27;157
246;148;100
247;43;160
248;148;138
249;148;41
250;111;149
251;158;51
252;27;13
253;111;3
254;27;74
255;27;50
256;27;87
257;27;89
258;54;34
259;27;26
260;27;87
261;43;48
262;27;84
263;83;152
264;83;176
265;27;113
266;27;64
267;107;13
268;27;68
269;27;124
270;27;41
271;27;108
272;27;101
273;27;56
274;27;120
275;83;85
276;27;165
277;27;23
278;148;154
279;27;173
280;54;53
281;54;60
282;59;78
283;27;153
284;27;45
285;27;64
286;51;100
287;51;180
288;27;192
289;27;6
290;28;146
291;27;140
292;27;129
293;95;163
294;147;123
295;27;170
296;148;29
297;27;144
298;27;81
299;27;8
300;148;88
301;148;2
302;27;1
303;28;11
304;157;163
305;27;134
306;110;103
307;148;167
308;28;175
309;28;138
310;28;45
311;27;168
312;75;135
313;109;181
314;43;148
315;27;7
316;27;113
317;58;3
318;27;34
319;28;28
320;28;86
321;28;122
322;27;121
323;95;77
324;27;155
325;27;122
326;43;39
327;27;107
328;148;79
329;27;51
330;27;178
331;51;92
332;51;73
333;28;46
334;27;137
335;59;163
336;110;125
337;58;68
338;142;170
339;28;113
340;27;73
341;27;9
342;27;26
343;27;118
344;27;189
345;148;17
346;27;126
347;27;168
348;157;26
349;27;127
350;27;198
351;28;141
352;27;18
353;27;177
354;27;79
355;27;86
356;148;10
357;27;148
358;27;50
359;27;58
360;114;128
361;114;71
362;49;83
363;27;17
364;27;110
365;107;158
366;27;155
367;27;160
368;139;86
369;43;161
370;43;85
371;28;118
372;148;68
373;54;130
374;54;95
375;54;199
376;54;196
377;31;178
378;116;126
379;27;106
380;27;48
381;27;29
382;27;94
383;27;185
384;27;48
385;27;140
386;27;146
387;27;160
388;27;187
389;27;58
390;48;53
391;27;90
392;148;168
393;148;43
394;28;106
395;28;108
396;27;145
397;27;86
398;142;172
399;27;87
400;27;151
401;148;130
402;43;2
403;27;76
404;107;173
405;28;190
406;27;162
407;27;83
408;27;105
409;107;41
410;111;24
411;137;60
412;27;86
413;27;188
414;43;163
415;28;172
416;28;192
417;148;137
418;27;47
419;27;189
420;27;136
421;28;105
422;27;127
423;49;78
424;49;158
425;28;51
426;43;149
427;43;3
428;27;51
429;27;199
430;107;126
431;107;117
432;107;84
433;27;55
434;27;153
435;90;194
436;27;127
437;27;13
438;148;20
439;27;27
440;27;50
441;27;106
442;27;174
443;83;186
444;27;41
445;114;72
446;27;120
447;27;194
448;27;152
449;27;45
450;148;175
451;148;154
452;27;40
453;27;128
454;28;68
455;27;197
456;27;124
457;27;94
458;150;189
459;150;44
460;156;101
461;27;133
462;32;77
463;157;187
464;157;62
465;27;199
466;28;95
467;27;165
468;111;97
469;111;180
470;157;191
471;157;87
472;27;170
473;27;55
474;27;104
475;27;39
476;27;62
477;27;66
478;49;193
479;27;33
480;27;107
481;137;51
482;111;135
483;28;104
484;54;165
485;54;129
486;27;151
487;107;24
488;58;57
489;58;99
490;27;142
491;27;112
492;27;144
493;27;192
494;27;108
495;27;161
496;27;14
497;107;100
498;27;182
499;148;128
500;148;147
501;148;9
502;148;197
503;49;43
504;27;33
505;27;34
506;27;178
507;148;18
508;28;21
509;27;55
510;27;103
511;27;159
512;54;6
513;54;46
514;107;63
515;107;1
516;27;115
517;27;75
518;27;136
519;27;104
520;27;10
521;99;182
522;27;72
523;27;54
524;27;23
525;28;164
526;28;148
527;27;103
528;28;23
529;107;62
530;54;15
531;28;35
532;27;104
533;27;109
534;27;103
535;27;88
536;27;141
537;27;31
538;54;66
539;157;93
540;27;45
541;27;119
542;43;65
543;43;163
544;43;125
545;27;21
546;27;87
547;27;57
548;27;123
549;27;23
550;27;145
551;43;35
552;27;99
553;27;99
554;28;83
555;27;67
556;27;64
557;157;22
558;27;78
559;27;41
560;27;105
561;28;130
562;27;195
563;54;141
564;27;7
565;148;16
566;27;185
567;99;99
568;27;157
569;27;29
570;27;49
571;49;132
572;54;49
573;27;96
574;27;42
575;27;105
576;151;68
577;27;19
578;27;114
579;27;23
580;27;51
581;157;91
582;157;96
583;43;80
584;107;85
585;107;157
586;27;97
587;27;123
588;54;53
589;27;36
590;58;23
591;27;144
592;27;38
593;27;83
594;99;38
595;107;58
596;107;51
597;107;20
598;107;84
599;27;152
600;27;78
601;27;119
602;27;9
603;27;100
604;27;153
605;27;194
606;27;91
607;27;59
608;148;81
609;27;12
610;27;129
611;27;97
612;27;32
613;159;70
614;27;31
615;28;115
616;148;199
617;108;197
618;27;128
619;27;3
620;27;61
621;27;95
622;27;89
623;27;34
624;107;152
625;27;89
626;27;15
627;27;19
628;27;197
629;43;125
630;27;122
631;27;136
632;27;106
633;27;74
634;27;62
635;148;189
636;54;1
637;27;103
638;27;39
639;48;121
640;54;143
641;27;14
642;27;115
643;27;58
644;43;161
645;27;156
646;27;25
647;27;178
648;27;166
649;107;76
650;107;151
651;111;97
652;27;70
653;148;9
654;148;32
655;148;123
656;65;82
657;27;129
658;148;162
659;148;183
660;99;107
661;99;154
662;27;152
663;27;63
664;27;25
665;27;168
666;27;153
667;114;1
668;114;116
669;27;99
670;28;19
671;28;178
672;27;114
673;148;173
674;27;45
675;27;37
676;27;130
677;107;80
678;27;1
679;27;26
680;27;95
681;27;140
682;27;79
683;48;88
684;27;114
685;27;197
686;27;35
687;27;157
688;27;135
689;27;15
690;27;22
691;27;131
692;27;181
693;27;80
694;28;114
695;27;8
696;28;3
697;27;194
698;27;125
699;27;101
700;27;122
701;148;74
702;27;182
703;27;161
704;28;99
705;28;133
706;28;95
707;28;181
708;43;169
709;27;37
710;107;94
711;109;36
712;109;156
713;148;31
714;148;63
715;148;46
716;28;25
717;27;19
